source,productid,mobilename,sellingprice,mrp,discountoffering,rating,url,scraped_at
flipkart,3a5653667cb9c,"vivo T4R 5G (Twilight Blue, 256 GB)",21499,24999.0,14% off,4.5,https://www.flipkart.com/vivo-t4r-5g-twilight-blue-256-gb/p/itm3a5653667cb9c?pid=MOBHE49GFMXQ5QEG&lid=LSTMOBHE49GFMXQ5QEGZPB4G9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_65&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBHE49GFMXQ5QEG.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,5364256d5efe2,"Google Pixel 9 (Porcelain, 256 GB)",79999,,,4.5,https://www.flipkart.com/google-pixel-9-porcelain-256-gb/p/itm5364256d5efe2?pid=MOBH2HJG3HNTSRYT&lid=LSTMOBH2HJG3HNTSRYTUHOV85&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_66&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBH2HJG3HNTSRYT.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,c2634fd4daeb9,"vivo T4 5G (Phantom Grey, 256 GB)",22999,27999.0,17% off,4.5,https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZGEAN2FWT&lid=LSTMOBHATXZGEAN2FWTXTUH1P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_67&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG5LHrN4uen6f5r5JC-BFzvKc2seZOztafEVoUcjLkSEVQ%3D%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",22999,28999.0,20% off,,https://www.flipkart.com/realme-p4-pro-5g-birch-wood-128-gb/p/itme41a54752cc21?pid=MOBHERXKZCGAA4QC&lid=LSTMOBHERXKZCGAA4QC8MGB6B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_68&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG7ZLunYod14c2FPeQrlhkEkiYJfUUkO-1PeLVIYSX7eqA%3D%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,330ed8ebeefe1,"Google Pixel 9 (Obsidian, 256 GB)",79999,,,4.5,https://www.flipkart.com/google-pixel-9-obsidian-256-gb/p/itm330ed8ebeefe1?pid=MOBH2HJGP3FGTECW&lid=LSTMOBH2HJGP3FGTECWIRLKP1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_69&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBH2HJGP3FGTECW.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 128 GB)",17999,22999.0,21% off,4.5,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-icy-purple-128-gb/p/itm6f2ebf6d205cf?pid=MOBHB392H7TZ4ZKJ&lid=LSTMOBHB392H7TZ4ZKJT3QIAI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=search&fm=organic&iid=ece0a0a2-9beb-48ce-af90-6b6755062653.MOBHB392H7TZ4ZKJ.SEARCH&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",17999,33999.0,47% off,4.3,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-128-gb/p/itm9684d2fe9201e?pid=MOBGYT2HEYWFCG8Q&lid=LSTMOBGYT2HEYWFCG8QGJ3RJ4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_71&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG521FMwpjQ-lwJSuS72DZtVL-qzqYJBa8bxQHRpKw4JeA%3D%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",19999,36999.0,45% off,4.3,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-256-gb/p/itm2d2e398127998?pid=MOBGYT2HEEYGMZFH&lid=LSTMOBGYT2HEEYGMZFH3U1TOF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_72&otracker=search&fm=organic&iid=en_5XlNLN61GjfW1RUJIdEEfkpMjCecC8pjlOKUhIFWuG6fWsnK36K_aM4JG02YqxnL6SfdgS-7ECX-BULs3G0SWYE8waCTrWcncKeK_ydPfoM%3D&ppt=sp&ppn=sp&ssid=zngzaclq800000001758793498024&qH=eb4af0bf07c16429,2025-09-25T15:14:45.576137
flipkart,b07d67f995271,"Apple iPhone 16 (Black, 128 GB)",69999,,,4.6,https://www.flipkart.com/apple-iphone-16-black-128-gb/p/itmb07d67f995271?pid=MOBH4DQFG8NKFRDY&lid=LSTMOBH4DQFG8NKFRDYNBDOZI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=default_BestsellerId_tyy%2F4io&srno=s_1_3&otracker=search&fm=organic&iid=5ce87331-60aa-41a1-b2e2-74c5b9f4b434.MOBH4DQFG8NKFRDY.SEARCH&ppt=None&ppn=None&ssid=shxujpbm5c0000001758800047774&qH=eb4af0bf07c16429,2025-09-25T17:03:55.487180
flipkart,7c0281cd247be,"Apple iPhone 16 (White, 128 GB)",69999,,,4.6,https://www.flipkart.com/apple-iphone-16-white-128-gb/p/itm7c0281cd247be?pid=MOBH4DQF849HCG6G&lid=LSTMOBH4DQF849HCG6GXHBPXY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=search&fm=organic&iid=5ce87331-60aa-41a1-b2e2-74c5b9f4b434.MOBH4DQF849HCG6G.SEARCH&ppt=None&ppn=None&ssid=shxujpbm5c0000001758800047774&qH=eb4af0bf07c16429,2025-09-25T17:03:55.487180
