source,product_id,product_name,price,mrp,discount,rating,url,scraped_at,matched_id,category
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",5899.0,8999.0,34.0,4.4,https://www.flipkart.com/realme-c61-marble-black-64-gb/p/itmd6ddbcefce040?pid=MOBHFRKRAHPWY9JA&lid=LSTMOBHFRKRAHPWY9JADLJL0N&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_44&otracker=search&fm=organic&iid=5d54fa37-a63f-4a72-96df-40ef0bc52de0.MOBHFRKRAHPWY9JA.SEARCH&ppt=sp&ppn=sp&ssid=v8gzyf0bio0000001759411982207&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0012,mobiles
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",19999.0,36999.0,45.0,4.4,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-256-gb/p/itm2d2e398127998?pid=MOBGYT2HEEYGMZFH&lid=LSTMOBGYT2HEEYGMZFH3U1TOF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_48&otracker=search&fm=organic&iid=en_Na1FiLFDZmpOJlVMqvqeC4kXjOlwuLGcmZl25BqItBmcLsCO3hR7CJMP-eeCyLaB6SfdgS-7ECX-BULs3G0SWU4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=v8gzyf0bio0000001759411982207&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0013,mobiles
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",12999.0,16999.0,23.0,4.3,https://www.flipkart.com/vivo-t4-lite-5g-charger-box-titanium-gold-256-gb/p/itm9886d6e522c4b?pid=MOBHDY9FNTHSYQCV&lid=LSTMOBHDY9FNTHSYQCVKD0GFP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_49&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBHDY9FNTHSYQCV.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0014,mobiles
flipkart,0d8c695cded44,"Apple iPhone 16 (Pink, 256 GB)",79999.0,,0.0,4.6,https://www.flipkart.com/apple-iphone-16-pink-256-gb/p/itm0d8c695cded44?pid=MOBH4DQF28XAYM2S&lid=LSTMOBH4DQF28XAYM2S3JPA23&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBH4DQF28XAYM2S.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0015,mobiles
flipkart,dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",20999.0,25999.0,19.0,4.5,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-mykonos-blue-256-gb/p/itmdbb95e3f12ab6?pid=MOBH9ARFZXNHC7VZ&lid=LSTMOBH9ARFZXNHC7VZD9IAPG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_51&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoLAOkDkM57FEjHLYUuO9qGvyY8ZyFD_IY7JPYO-B5XDcQ%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0016,mobiles
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",20999.0,25999.0,19.0,4.5,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-amazonite-256-gb/p/itm9218b12ff853f?pid=MOBH9ARFPVNU7QNU&lid=LSTMOBH9ARFPVNU7QNU36Q1QX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_52&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoIlS-r5FJMZPd5jAuhu44IVktr4pWrpoAdObeOizu3dBQ%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0017,mobiles
flipkart,4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",119999.0,,0.0,4.7,https://www.flipkart.com/apple-iphone-16-pro-desert-titanium-256-gb/p/itm4f25cec0bd003?pid=MOBH4DQFEZFXPGNJ&lid=LSTMOBH4DQFEZFXPGNJV4UWQH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBH4DQFEZFXPGNJ.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0018,mobiles
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",134999.0,,0.0,4.7,https://www.flipkart.com/apple-iphone-16-pro-max-natural-titanium-256-gb/p/itm05ad8e674782a?pid=MOBH4DQFRST2BQQ8&lid=LSTMOBH4DQFRST2BQQ8UII8UK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBH4DQFRST2BQQ8.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0019,mobiles
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",17999.0,33999.0,47.0,4.4,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-128-gb/p/itm5a31476ca6a35?pid=MOBGYT2HDZYASSZG&lid=LSTMOBGYT2HDZYASSZGOUJTDB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoK8NXRVKj3I6U2q9DyTZVOQ8fHSi57wzM-W4GdKMzecqA%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0020,mobiles
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",23499.0,26999.0,12.0,4.5,https://www.flipkart.com/vivo-t4r-5g-arctic-white-256-gb/p/itm3a5653667cb9c?pid=MOBHE49GATGKYHYD&lid=LSTMOBHE49GATGKYHYDJJDLKO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_59&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBHE49GATGKYHYD.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0022,mobiles
flipkart,46a119f176627,"CMF by Nothing Phone 2 Pro (White, 256 GB)",16999.0,24999.0,32.0,4.4,https://www.flipkart.com/cmf-nothing-phone-2-pro-white-256-gb/p/itm46a119f176627?pid=MOBHAUHAUDZUUQSF&lid=LSTMOBHAUHAUDZUUQSF5CFKOF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_60&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBHAUHAUDZUUQSF.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0023,mobiles
flipkart,c2634fd4daeb9,"vivo T4 5G (Phantom Grey, 256 GB)",22999.0,27999.0,17.0,4.5,https://www.flipkart.com/vivo-t4-5g-phantom-grey-256-gb/p/itmc2634fd4daeb9?pid=MOBHATXZGEAN2FWT&lid=LSTMOBHATXZGEAN2FWTXTUH1P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoJPNcEtkMlWYvm1nvStdxUmX3KBRKO9btWvZCwlfyRUuA%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0024,mobiles
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",19999.0,36999.0,45.0,4.4,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-256-gb/p/itmd3af671af1e42?pid=MOBGYT2HYAAHS3ZR&lid=LSTMOBGYT2HYAAHS3ZRNFRJP2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoIPpTjPnkGEqyzVMwLZ-e8ecDCp0NbXww11r7askxebcQ%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0025,mobiles
flipkart,6f2ebf6d205cf,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",19999.0,24999.0,20.0,4.5,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-icy-purple-256-gb/p/itm6f2ebf6d205cf?pid=MOBHB392HWDHA8HH&lid=LSTMOBHB392HWDHA8HHQOBNQP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBHB392HWDHA8HH.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0026,mobiles
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",11699.0,17999.0,35.0,4.4,https://www.flipkart.com/realme-p3x-5g-midnight-blue-128-gb/p/itmab5a4b09b6ccc?pid=MOBH8VGVTPGFVHEX&lid=LSTMOBH8VGVTPGFVHEX1Z6RGO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_66&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBH8VGVTPGFVHEX.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0027,mobiles
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",22999.0,27999.0,17.0,4.5,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/p/itma79107312a42f?pid=MOBH9AQZAFGM3U6Q&lid=LSTMOBH9AQZAFGM3U6Q0CEQSM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_67&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoKQFTgpe2R1WU_WDiPMTn1uRecgMZpdyFOswiUwJPikcA%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0028,mobiles
flipkart,e41a54752cc21,"realme P4 Pro 5G (Birch Wood, 128 GB)",22999.0,28999.0,20.0,4.4,https://www.flipkart.com/realme-p4-pro-5g-birch-wood-128-gb/p/itme41a54752cc21?pid=MOBHERXKZCGAA4QC&lid=LSTMOBHERXKZCGAA4QC8MGB6B&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_68&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoK6m0_uSHfNL4sKKJGvO6BxiYJfUUkO-1PeLVIYSX7eqA%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0029,mobiles
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",12499.0,16999.0,26.0,4.5,https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-midnight-violet-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PPU2NRCZH&lid=LSTMOBHDY9PPU2NRCZHVD1YM4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=search&fm=organic&iid=29ae2dd6-fbf2-4983-8153-629dd32c7d21.MOBHDY9PPU2NRCZH.SEARCH&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0030,mobiles
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",17999.0,33999.0,47.0,4.4,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-128-gb/p/itm9684d2fe9201e?pid=MOBGYT2HEYWFCG8Q&lid=LSTMOBGYT2HEYWFCG8QGJ3RJ4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_71&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoLT3AN3kpr0t-w-sC0WRkyiL-qzqYJBa8bxQHRpKw4JeA%3D%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0031,mobiles
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",22999.0,27999.0,17.0,4.5,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-slipstream-256-gb/p/itm637e7bca8a605?pid=MOBH9AQZANYGWEQH&lid=LSTMOBH9AQZANYGWEQHJDC6ZW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_72&otracker=search&fm=organic&iid=en_EtLwEoK5P2yXQO-U8Kh0A7obfX-GM4rNyG62oQpGIoK7WIwWqZS6J9bZxv8llj7SKWmtsTZSPjN9TLEvflw7z4E8waCTrWcncKeK_ydPfoM%3D&ppt=sp&ppn=sp&ssid=cw7v0d0ucw0000001759411986518&qH=eb4af0bf07c16429,2025-10-02 13:32:56.123465,MATCH_0032,mobiles
amazon,AZ_7c0281cd247be,"Apple iPhone 16 (White, 128 GB)",70700.0,88400.0,20.0,4.0,https://www.amazon.in/s?k=Apple+iPhone+16+%28White%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0001,mobiles
amazon,AZ_2c05672b9a986,"Motorola g45 5G (Pantone Moss, 128 GB)",12000.0,14999.0,20.0,4.0,https://www.amazon.in/s?k=Motorola+g45+5G+%28Pantone+Moss%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0002,mobiles
amazon,AZ_4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",12000.0,14999.0,20.0,4.4,https://www.amazon.in/s?k=Motorola+g45+5G+%28Brilliant+Green%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0004,mobiles
amazon,AZ_c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",72100.0,90100.0,20.0,4.0,https://www.amazon.in/s?k=Apple+iPhone+16+%28Pink%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0005,mobiles
amazon,AZ_93452c0761719,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",15500.0,20999.0,26.0,4.2,https://www.amazon.in/s?k=MOTOROLA+G96+5G+%28Pantone+Ashleigh+Blue%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0006,mobiles
amazon,AZ_cc210cae43fba,"Apple iPhone 16 (Ultramarine, 128 GB)",71400.0,89200.0,20.0,4.2,https://www.amazon.in/s?k=Apple+iPhone+16+%28Ultramarine%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0007,mobiles
amazon,AZ_017656bdd097b,"vivo T4x 5G (Pronto Purple, 128 GB)",13600.0,17999.0,24.0,4.5,https://www.amazon.in/s?k=vivo+T4x+5G+%28Pronto+Purple%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0008,mobiles
amazon,AZ_e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",32000.0,65999.0,52.0,4.4,https://www.amazon.in/s?k=Samsung+Galaxy+S24+FE+5G+%28Mint%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0009,mobiles
amazon,AZ_ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",68600.0,85800.0,20.0,3.9,https://www.amazon.in/s?k=Apple+iPhone+16+%28Teal%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0010,mobiles
amazon,AZ_86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",76000.0,95000.0,20.0,3.9,https://www.amazon.in/s?k=Apple+iPhone+16+%28Black%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0011,mobiles
amazon,AZ_d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",6000.0,8999.0,33.0,4.6,https://www.amazon.in/s?k=realme+C61+%28Marble+Black%2C+64+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0012,mobiles
amazon,AZ_2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",18800.0,36999.0,49.0,4.4,https://www.amazon.in/s?k=Samsung+Galaxy+A35+5G+%28Awesome+Navy%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0013,mobiles
amazon,AZ_9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",12200.0,16999.0,28.0,4.2,https://www.amazon.in/s?k=vivo+T4+Lite+5G+Charger+in+the+Box+%28Titanium+Gold%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0014,mobiles
amazon,AZ_0d8c695cded44,"Apple iPhone 16 (Pink, 256 GB)",83200.0,104000.0,20.0,4.6,https://www.amazon.in/s?k=Apple+iPhone+16+%28Pink%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0015,mobiles
amazon,AZ_dbb95e3f12ab6,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",19700.0,25999.0,24.0,4.2,https://www.amazon.in/s?k=MOTOROLA+Edge+60+Fusion+5G+%28PANTONE+Mykonos+Blue%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0016,mobiles
amazon,AZ_9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",21800.0,25999.0,16.0,3.9,https://www.amazon.in/s?k=MOTOROLA+Edge+60+Fusion+5G+%28PANTONE+Amazonite%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0017,mobiles
amazon,AZ_4f25cec0bd003,"Apple iPhone 16 Pro (Desert Titanium, 256 GB)",122400.0,153000.0,20.0,4.1,https://www.amazon.in/s?k=Apple+iPhone+16+Pro+%28Desert+Titanium%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0018,mobiles
amazon,AZ_05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",140400.0,175500.0,20.0,4.7,https://www.amazon.in/s?k=Apple+iPhone+16+Pro+Max+%28Natural+Titanium%2C+256+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0019,mobiles
amazon,AZ_5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",18500.0,33999.0,46.0,4.5,https://www.amazon.in/s?k=Samsung+Galaxy+A35+5G+%28Awesome+Lilac%2C+128+GB%29&ref=nb_sb_noss,2025-10-02 13:32:56.123465,MATCH_0020,mobiles
